,count,hate_speech,offensive_language,neither,class,tweet
16600,3,0,0,3,2,RT @LilyBean1313: And I thought I had a problem! #Oreos http://t.co/jfrBKzE1T5
16615,3,0,1,2,2,RT @LiveAndUncut: When I say Tainted I don't necessarily mean hoe or scandalous. It could be a number of things.
16624,3,0,0,3,2,"RT @LizardLickTowin: - @CMchatLIVE #CMchat why do U think its so hard for""hick hop""2get major air time on most stations #cmchat when it's w&#8230;"
16627,3,0,0,3,2,RT @Lmao: When I make the paper ball into the trash can. &#128240;&#127936;&#128168; http://t.co/VjeGtjEP3X
16628,3,0,1,2,2,RT @Lmao: When you eat food that's too hot and start breathing like a retarded dragon.
16630,3,0,0,3,2,RT @LoQueEllasSaben: Amo a esa gente que me odia.. http://t.co/8Zr3e0YsoE
16638,3,0,1,2,2,"RT @LorenaSGonzalez: I am a California State Assemblywoman, but remain a proud @Teamsters #unionmember -- celebrating #LaborDay weekend ho&#8230;"
16660,3,0,1,2,2,RT @LowkeyGado: PND vocals so trash lmao
16662,3,0,1,2,2,"RT @Loxodonta_s: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;"
16668,3,1,0,2,2,RT @Lrihendry: Pregnant S.E. Cupp&#8217;s classic response to &#8216;liberal dem&#8217; who calls her &#8216;chunky&#8217; &#8211; with bonus tweets http://t.co/U8nlYWEfiO via&#8230;
16672,3,0,1,2,2,RT @LucentVariable: @TonyJRodriguez friendly reminder that you shouldn't try to have sex with birds
16674,3,0,0,3,2,"RT @LuckyLanceJ: A bird doesn't sing because it has an answer, it sings because it has a song.~ @DrMayaAngelou"
16678,3,3,0,0,0,RT @LuieSanches: PROUDLY a racist. u dumb nigger
16681,3,1,0,2,2,RT @Luke5SOS: 5sos are trash !
16682,3,0,0,3,2,RT @Luke_Grossman52: That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;
16684,3,1,0,2,2,RT @LuvKittensDaily: Oreo being adorable http://t.co/5ZMZVT0sUl
16689,3,0,0,3,2,"RT @LynchieWCVB: Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6."
16692,3,0,0,3,2,"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;"
16695,3,2,1,0,0,RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;
16696,3,2,1,0,0,RT @MANIAC3X: @NotoriousBM95 @Woody_AFC @_WhitePonyJr_ @santi_4l @Bamoose12 start crying and stalking him faggot. I want to laff
16697,3,2,1,0,0,"RT @MANIAC3X: @larryx2010 @FloydMayweather not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di&#8230;"
16701,3,2,1,0,0,"RT @MAfreedom: If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ..."
16702,3,0,0,3,2,RT @MCGetBizzy: Rise of the planet of the apes http://t.co/Ww3xbbUJg7
16704,3,0,0,3,2,"RT @MELODICthunder: Nah, 2013 was trash RT @IshaboiBrandon: 2014 was so trash dawg"
16709,3,0,0,3,2,"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;"
16710,3,0,0,3,2,"RT @MLBStatoftheDay: Since 1914, Derek Jeter&#8217;s 91 multi-hit games vs @RedSox are 4th most among @Yankees, behind Gehrig&#8217;s 121, Ruth&#8217;s 99 an&#8230;"
16712,3,0,1,2,2,RT @MNYves: He's an idiot. RT @M00n_baby: miserable trash excuse for a man http://t.co/jtL7Uis2YM
16715,3,0,1,2,2,"RT @MTVUK: #Directioners, 1D's @zaynmalik &amp; @Louis_Tomlinson monkey around on set of #StealMyGirl video: http://t.co/sOEbNlR8Re http://t.co&#8230;"
16716,3,2,1,0,0,"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;"
16719,3,0,0,3,2,RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.
16721,3,0,0,3,2,"RT @Macbeth870: #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash."
16730,3,0,0,3,2,RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI
16733,3,0,0,3,2,RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO
16740,3,0,0,3,2,"RT @ManiChakr: @ArvindKejriwal itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL http://t.c&#8230;"
16744,6,0,0,6,2,RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT
16746,3,0,0,3,2,RT @MarcACaputo: BREAKING: Charlie Crist files emergency motion for a mulligan.
16749,3,0,1,2,2,"RT @Mari_813: ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe"""
16762,3,0,0,3,2,RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;
16763,3,0,0,3,2,RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9
16764,3,0,0,3,2,RT @MaryWCVB: Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb http://t.co/lYb3Thm199
16771,3,0,0,3,2,RT @Matt_Simonson: Oomfs teeth are quite yellow&#128514;&#128128;&#128128; @WBDyllon_
16775,3,0,0,3,2,"RT @Matty_Kem: My favorite shark is megaldon, my least favorite is a mud shark. They are the worst"
16777,3,0,0,3,2,"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;"
16779,3,0,0,3,2,RT @Maxicat: Charlie Rangel Re-Writes History: On GOP &#8220;They Think They Won The Civil War&#8221; http://t.co/moCeUBRUTf
16783,3,0,0,3,2,"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK."
16784,3,0,1,2,2,RT @McNarstle: @CzickenShack I go on Drudge Report every day now hoping to see a story about your tranny army
16785,3,0,0,3,2,"RT @McNarstle: And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!"
16788,3,0,1,2,2,RT @Medz4u: &#8226;not all black girls are ghetto though
16791,3,2,1,0,0,RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO
16793,3,0,0,3,2,RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!
16794,3,3,0,0,0,RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;
16795,3,0,0,3,2,RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;
16798,3,0,0,3,2,RT @MemphisMSoccer: 50' 2nd yellow card issued for Temple
16799,3,0,1,2,2,RT @MensHumor: Cheating on a good woman is like eating out of the trash instead going out for steak. #truth
16800,3,0,0,3,2,"RT @MensHumor: Kim Kardashian had a baby...in more important news, I took out the trash last night."
16805,4,0,0,4,2,"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;"
16811,3,0,0,3,2,RT @MichaelArenella: Shy girls are cute
16814,3,2,1,0,0,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718
16819,3,0,0,3,2,RT @MicheleBachmann: Charlie Rangel should apologize to tea party members. I'll set up meetings so he can explain his outrageous comments. &#8230;
16824,3,2,1,0,0,"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer."
16839,3,1,0,2,2,RT @MikeTInnes: @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
16845,3,1,0,2,2,"RT @Mikey_Hands: Yankees offseason plan: Sign Sandoval, move A-Rod to first base, shoot Teixeira and throw his corpse in the East River. #Y&#8230;"
16852,9,1,1,7,2,"RT @MindOnSuccess_: My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;"
16854,3,0,0,3,2,RT @MirrorWeirdNews: Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http://t.co/cwc0b0Z9PB http&#8230;
16860,3,0,0,3,2,"RT @MissZindzi: But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??"
16867,3,2,1,0,0,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole"
16869,3,0,1,2,2,"RT @MizzCreme: Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&#8230;"
16873,3,0,1,2,2,RT @MobJoe: Word. And it don't make u a hoe RT @100granHman: It's okay to have sex on first date long as the feeling is mutual
16875,3,0,0,3,2,"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;"
16877,3,2,1,0,0,RT @Moisessp14: Look at u now u pregnant stupid bitch lol
16885,3,0,1,2,2,"RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it."
16890,3,0,0,3,2,RT @MostSecretFacts: Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.
16896,3,0,1,2,2,"RT @MrCouture: I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;"
16901,3,2,1,0,0,RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully
16911,3,0,0,3,2,RT @MrStories: I can't wait to see the new planet of the apes.
16918,3,0,0,3,2,"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb"
16921,3,2,1,0,0,"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is."
16925,3,0,0,3,2,"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x"
16949,3,2,1,0,0,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;
16954,3,0,0,3,2,"RT @MySportsLegion: Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;"
16962,3,0,0,3,2,RT @NASAWatch: .@tweetsoutloud we found your brother Charlie out working on the dishes today #DSN50 #NASAsocial http://t.co/oNVuQnS7HT
16963,3,0,0,3,2,RT @NBCSports: THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck http://t.co/7c3ekGdoVB http://&#8230;
16964,3,0,0,3,2,"RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17."
16965,3,0,0,3,2,"RT @NEOMD71: Bizarre sports week in Cle.

@Browns win a game that felt like a loss,failed ex-Browns QB's duel each other, and @cavs lose ho&#8230;"
16966,6,0,1,5,2,RT @NFLTalkRT: RT if your team is trash
16967,3,0,0,3,2,RT @NFL_Memes: Buckwheat and Porky http://t.co/bo96nelS2P
16968,3,0,0,3,2,"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds"
16969,3,0,0,3,2,"RT @NHLDevils: 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;"
16971,3,2,1,0,0,"RT @NIGNORAMUS: Here's how your ""suggestion"" plays out @piersmorgan 

Racist: ha, those niggers stopped callin each other nigga 

The end"
16974,3,2,1,0,0,RT @NRoth44: Wow the stupid nigger in LeBron really came out there
16976,3,3,0,0,0,RT @NYTMinusContext: kill whitey
16977,3,0,0,3,2,"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?"
16981,3,0,0,3,2,"RT @Nachumlist: Charlie Rangel: &#180;The Things We
Believe in Are Spiritual Damn Things&#180; http://t.co/NwgiJ1mjia"
16985,3,0,0,3,2,"RT @NandaGorgeous: RT if you like 
BMTH
ADTR
PTV
YMAS
SWS
ATL
OM&amp;M
AA
MIW
BTF
WCAR
MCR
AFI
PE
BVB
WIM
BC
SS
CTE
NSN
GD
WATIC
AA!
BFMV
FOB
F&#8230;"
16988,3,0,0,3,2,"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;"
16989,3,2,1,0,0,RT @NateThaAlmighty: niggas talk more than bitches these days.
16991,3,0,0,3,2,"RT @NativeCurator: THIS is how you honor
Native Americans. #changethename #HTTR @redskinsfacts @redskins http://t.co/23VGQvEHy5"
16994,3,0,1,2,2,RT @NavyAssLos: Hunter Hurt Helmsley RT @Rich_GMI: Cut the imaginary height shit. Most of the women tweeting about it sleep alone every nig&#8230;
17001,3,2,1,0,0,RT @Nekkohbk: I stopped caring about mcm when I noticed dykes where getting chose before me
17006,3,2,1,0,0,RT @NerdAtCoolTable: RT @RealSheemBacc: For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...
17009,3,0,1,2,2,RT @NerdLifeThuggin: Skin Diamond really was the last champion for ebony porn. Everything else is kinda trash now.
17010,3,0,0,3,2,RT @NerdistDotCom: Forget your typical graduation speech. Charlie Day manages to be hilarious AND inspirational in today&#8217;s MIFVOTD: http://&#8230;
17016,3,0,0,3,2,RT @NewYorkologist: Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY http://t.co/mm2niIGP9X
17019,3,0,0,3,2,RT @NiallOfficial: Absolutely perfect day in London! Suns out! Gona be a cracker at wembley tonight ! Yeaaaaahhhh!
17022,3,0,0,3,2,RT @NickSwagyPYoung: Happy Halloween from Rick James (aka Swaggy) and Charlie Murphy ( @bigmeat2000 ) haha darkness everybody http://t.co/y&#8230;
17024,3,0,1,2,2,RT @NicksTape15: DeJ Loaf is trash. Pure trash.
17025,3,0,1,2,2,RT @NicoRomero23: EDM music is trash af and annoying
17031,3,0,0,3,2,"RT @NightValeRadio: A quick lesson on the birds and the bees: The birds are looming, oily, sudden. The bees are bulbous, shrieking, hungry.&#8230;"
17042,3,0,0,3,2,RT @NinerFans: #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;
17045,3,0,0,3,2,"RT @Nintendo_Legend: Asked three-year-old niece why the sun is yellow. Her reply: ""Maybe there's bees in there."""
17047,3,0,0,3,2,RT @NittiYayo: I think I got da bird flu
17062,3,0,1,2,2,"RT @NoHoesNextDoor: ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" http://t.co/RWWVzJuUZK"
17063,3,2,1,0,0,RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
17070,3,2,1,0,0,RT @NoWomanIsRight: You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time
17074,3,2,1,0,0,RT @No_ahhh23: Happy birthday faggot! &#128536; @wagggggie
17080,3,0,0,3,2,RT @NormSanders: I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;
17083,3,0,0,3,2,RT @Norsu2: Democrats to push income inequality as top issue of 2014 http://t.co/6fMioxUIgK Charlie Baker (R) veers further left all in w D&#8230;
17096,3,0,0,3,2,RT @Now_Thats_Fresh: Every Seth McFarlene cartoon is trash yall love low iq comedy
17109,3,0,0,3,2,RT @NuteIla: when I die on flappy bird http://t.co/HKNUTfDVJZ
17124,3,0,0,3,2,RT @OGMarcusC: !!!! &#8220;@RapAboutCereal: Jay Z verse trash. http://t.co/eYb3B08BTM&#8221;
17125,3,0,1,2,2,RT @OGMarcusC: I hate stereotypes. Preconceived notions that black men are athletes or criminals.. Black women are ghetto and confined to t&#8230;
17143,3,0,1,2,2,RT @OSAY_it_aint_so: &#8220;@fvxkgvld: when a ghetto girl tries to read in class pt1 https://t.co/uW7aBqBToC&#8221; LMAOOO
17144,3,0,1,2,2,RT @OTBVA: mook gon wi 3-0 but this battle is bad
17147,3,0,0,3,2,RT @OTRAUpdates2015: Rumours that the boys will be touring around the world for OTRA Tour and it will end in the UK/Ireland as a welcome ho&#8230;
17152,3,0,0,3,2,RT @O_tunj: Dance monkey dance
17172,3,0,0,3,2,"RT @OhEmmeG: just because you ""not official"" doesnt mean you can act like complete trash and be free from acting like a decent human being"
17180,3,0,1,2,2,RT @OhSoDestinee: &#8220;@iDocLyfe: That 'Ouija' movie look like trash&#8221; its really good.
17181,3,0,1,2,2,"RT @OhWowThatsAwk: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 fo&#8230;"
17189,3,0,0,3,2,"RT @OmarImranTweets: Media be like:

*Muslim whale attacks US Navy*
*Muslim tiger attacks Zookeeper*
*Muslim bird attacks Eiffel Tower*
*Mu&#8230;"
17194,4,1,1,2,2,"RT @OneandOnlyTina: What I know:
You support killing babies, mock the handicapped, slept your way into Harvard then ditched your hubby &amp; ki&#8230;"
17195,3,0,0,3,2,RT @OnionSports: Yankees Unveil Beautiful Derek Jeter Cage In Monument Park http://t.co/vv6urct4jd http://t.co/gWBNHDyhMl
17201,3,0,0,3,2,"RT @OpWarriorTeam: Hi ho, hi ho, it's off to work we go! It's #MilitaryMonday...support a military organization today. http://t.co/9DV04wk&#8230;"
17202,3,3,0,0,0,RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house
17205,3,0,1,2,2,"RT @Oreo: @Honda Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend"
17206,3,0,0,3,2,"RT @Oreo: Dear dessert heaven, fangs so much for these Oreo Spooky Ball Vampires. #OreoCookieBalls http://t.co/I3iyRL72sD http://t.co/wNzBh&#8230;"
17207,3,0,0,3,2,"RT @Oreo: Woah, the depth of this Ollusion is unreal. #Ollusions http://t.co/fuiVThvZyN"
17210,3,0,0,3,2,RT @OutTheOrdinary1: @P0WERS_ @eGoaTizM @Blaztful powers U don't go outside ur tanks been on full for 2 months U anti social monkey
17222,3,0,0,3,2,"RT @PBSAmerMasters: Happy birthday, Bob Newhart! The comedic legend turns 85 today: http://t.co/YOSx2VdAjb #AmericanMasters http://t.co/gew&#8230;"
17224,3,0,1,2,2,RT @PLANES_OVAlames: Stephen A. Smith Responds To People Calling Him An Uncle Tom/Sell-Out!&#128175; http://t.co/scC8STdMgU
17242,3,2,1,0,0,RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die
17243,3,2,1,0,0,RT @PacDaGoat: You a hoe if you give your number to another nigga while you got a man
17249,9,0,0,9,2,RT @PapaRockk_: My mom paid $5 to hold this monkey &amp; look what he did &#128553;&#128514; http://t.co/t5ZkMd8Xeh
17258,3,0,0,3,2,"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium"
17260,3,0,0,3,2,RT @PatVPeters: Texas ranchers: Terrorists reportedly caught at border; feds clam up http://t.co/1vynD9zbpH
17262,3,0,1,2,2,RT @PattyChocMilk: #teabagger math http://t.co/lOiZi6fM6U
17271,3,0,0,3,2,RT @Perspective_pic: Retweet if you see the bird. http://t.co/o7reXL0teu
17273,3,0,0,3,2,RT @PeteRose_14: On this day 1941 the #Yankees Joe DiMaggio goes 0 for 3 with a walk vs Cleveland #Indians to end his 56 game hitting streak
17274,3,3,0,0,0,RT @PeterpandaCat: @savanigga Sav is a fag
17280,3,0,0,3,2,RT @PhuckedFame: Thick red bones in style or nah? &#127817; http://t.co/Cfhis3L8bT
17294,3,0,0,3,2,"RT @PlMPCESS: A silent protest in Philadelphia, performance artists protest the murder of Mike Brown while passerby's mock it. http://t.co/&#8230;"
17295,3,0,1,2,2,"RT @PlMPCESS: In the fashion world ""urban"" definitely means ""stolen from black people"" it's ghetto on us, and urban on them haha http://t.c&#8230;"
17297,3,2,1,0,0,RT @PlainBlack_D: Get these trash ass niggas outta my stadium!!! &#128514;&#128514;&#128514;
17299,3,3,0,0,0,RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
17303,6,0,0,6,2,RT @Pointdexter: Charlie Sheen gets it http://t.co/DKk6YjTJfU
17306,3,0,0,3,2,"RT @PolitiBunny: #YesWeDid attack, harass, threaten, mock and bully any woman or minority who dared not fall in line with our progressive a&#8230;"
17308,3,0,0,3,2,RT @PoliticalLaughs: Liberal Head Explosion: WW2 Navajo Code Talkers Appear in Redskins Jackets. #redskins http://t.co/ouxoQDHmID
17311,3,2,1,0,0,RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage
17327,3,0,1,2,2,"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation"
17331,3,0,1,2,2,RT @PrettyMillz: My car insurance is trash !!!
17342,3,0,0,3,2,"RT @PriyaOhol: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/yKyFIJZgSI @aekulze @vocativ http://t.co/a&#8230;"
17343,3,1,0,2,2,RT @ProBirdRights: A marry between a man and woman people sloppery slop;then what is prevent a bird from marriage my sandwich??? I'm in lo&#8230;
17344,3,0,0,3,2,RT @ProBirdRights: Advice tip for people: 1 stick hand in glue 2 stick hand in feather 3 now you are like bird. Impress your friend.
17345,3,0,0,3,2,"RT @ProBirdRights: dear Mr. Science: If human so ""better,"" how come they can't be bird? oh I'm sorry was that too LOGIC for you????"
17346,3,0,0,3,2,"RT @ProBirdRights: i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230;"
17347,3,0,0,3,2,RT @Professor_Ryan: I thought it was raining because of the sound on the roof but it was just birds exploding from the heat.
17349,3,0,0,3,2,RT @ProudlyLiberal2: Charlie Crist wins Democratic primary http://t.co/FunqXo8O4O
17350,3,0,0,3,2,"RT @PurelyFootball: Well done to @kimabakken who correctly answered Almeria. 26 yellow, and 1 red card so far this season."
17354,3,0,0,3,2,RT @PzFeed: Diplomatic trolling: Russian embassy mocks NATO's satellite pictures http://t.co/xklXbYxZbG
17355,3,0,0,3,2,RT @QtipTheAbstract: Derek Jeter ... A class act... A great Yankee... A 1st ballot Hall of Fame inductee to be
17378,3,2,1,0,0,RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat
17387,3,0,0,3,2,RT @RTGIFS: DOMINIQUE Made Larry bird do a 360 lmaooo http://t.co/Vs6e3Z0C2u
17389,3,1,0,2,2,RT @RT_America: Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) http://t.co/WtzD2MIBf6 http://t.co/A&#8230;
17405,3,0,0,3,2,RT @Rajput_Ramesh: Friends a Proud Hindu n ShivSainik brother shri Ramesh Jadhav was murdered by Jihadis plz help trend #RameshJadhav http:&#8230;
17412,3,2,1,0,0,RT @RakwonOGOD: U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago
17418,3,0,1,2,2,RT @RamonRoblesJr: Good morning Baton Rouge. @ajohnson_a having a nip of @MBMoonshine http://t.co/5JZH1BhWWk
17423,3,0,1,2,2,"RT @RapBars_: Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life"""
17435,3,0,1,2,2,"RT @RayHudson: Art thou the bird whom Man loves bestThe pious bird with t/ scarlet breast, Our Robin;that leaves these summer winds sobbing&#8230;"
17438,3,0,0,3,2,RT @RayIopez: When you're approaching your high score in flappy bird and die one pipe away http://t.co/bI1RQ6A1ur
17439,3,0,0,3,2,RT @RayIopez: taking out the trash at night http://t.co/qJiPw0sYeH
17442,3,0,0,3,2,RT @RayyyZoR: I call this the 100gram sugar delight or a Heart Attack. It's a #PopTart #Twinkie &amp; a #HoneyBun http://t.co/s6ZnLVlvLI
17461,3,0,0,3,2,"RT @RealSkipBayless: In their primes, MJ would have dominated LBJ in 1 on 1. Just so much mentally tougher. MJ's trash talk alone would unn&#8230;"
17463,3,0,1,2,2,"RT @RealTimeWWII: 6000 people/day now being deported from Warsaw ghetto, packed into cattle cars for rail trip to Treblinka death camp. htt&#8230;"
17465,3,0,0,3,2,RT @Realistt__: Shy girls are undercover freaks..&#128527;
17475,6,0,0,6,2,"RT @ReginaPucket: http://t.co/6nqmor8ybC BREAKING DAWN/ I often think about what used to be and was
With rose-colored glasses and a gentle &#8230;"
17478,3,0,1,2,2,RT @Rene_gadeCowboy: I have to agree with Charlie he's spot on... http://t.co/9lcmVE9i1m
17479,6,0,2,4,2,"RT @Revenant0202: Seriously, Florida. A vote for Charlie Christ is a vote for taxes and ebola."
17493,3,2,1,0,0,RT @Ride907: If some little fucking faggot spits in my food I swear to god id tear your fucking arms off http://t.co/EQociANZ77
17495,3,2,1,0,0,RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p
17513,3,0,0,3,2,"RT @RobertCDick: Protest climate change, leaves trash behind. #VotingMatters"
17517,6,2,1,3,2,"RT @Rockprincess818: Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. 
#IStandWithIsr&#8230;"
17519,3,3,0,0,0,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
17525,3,2,1,0,0,RT @RosieZaya1: Ur fucking white trash
17526,3,0,0,3,2,"RT @Roulettista: Mertesacker saying ""give him the ghetto fist"" is still goat"
17527,3,0,0,3,2,RT @Royals: #Royals win!! KC with a 2-0 blanking of the Yankees to take the series in the Bronx! #BeRoyalKC
17529,3,0,1,2,2,"RT @Rubberbandits: Yanks have a cocktail called an ""Irish car bomb"", but if you stuck two flakes in an ice cream cone and called it a 9/11 &#8230;"
17530,3,0,0,3,2,"RT @RubinReport: You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president. https&#8230;"
17532,3,0,0,3,2,RT @RudeBoi_Drew: @PAPER_CHAYSIN condom were invent for that sole purpose
17537,3,0,0,3,2,RT @RussBrandon: Thanks to Mr Wilson for passing along this tremendous responsibility. My sole focus is to empower our leadership to bui ...
17538,3,0,0,3,2,"RT @RussOnPolitics: GOP nominee for #MAgov Charlie Baker's ""fisherman story"" falls apart. He deserves an Oscar for his play crying. http://&#8230;"
17543,3,2,1,0,0,RT @SAMMI_boyden: Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude @savanigga @OfficialDThrash @jawgaboyz
